iter	CrossEntropy
397	0.2644092735
398	0.264406289
399	0.2643929012
400	0.2643837334
401	0.264378488
402	0.2643734565
403	0.264363442
404	0.2643576217
405	0.2643496381
406	0.2643416126
407	0.2643371958
408	0.2643326724
409	0.2643255242
410	0.2643170509
411	0.2643065412
412	0.264301882
413	0.2642950272
414	0.2642896041
415	0.2642790452
416	0.2642731378
417	0.2642639952
418	0.2642567693
419	0.264251769
420	0.2642443851
421	0.264239806
422	0.2642340197
423	0.2642303718
424	0.2642261599
425	0.2642209572
426	0.2642151898
427	0.2642084531
428	0.2641968649
429	0.2641911797
430	0.2641803259
431	0.2641707285
432	0.2641656951
433	0.2641606217
434	0.2641534229
435	0.2641482945
436	0.2641371391
437	0.2641330485
438	0.2641276768
439	0.2641236939
440	0.2641171846
441	0.2641120355
442	0.2641048972
443	0.2640937626
444	0.2640840199
445	0.2640773242
446	0.2640654949
447	0.2640623304
448	0.2640571664
449	0.2640427337
450	0.2640376506
451	0.2640326865
452	0.2640271636
453	0.264017185
454	0.2640078747
455	0.2640037406
456	0.263997864
457	0.263988631
458	0.2639816369
459	0.2639746985
460	0.2639639543
461	0.2639596243
462	0.2639522789
463	0.2639441764
464	0.2639359471
465	0.2639264798
466	0.2639208496
467	0.2639101523
468	0.2639011389
469	0.2638923307
470	0.2638860979
471	0.2638813777
472	0.2638743849
473	0.2638671238
474	0.2638582873
475	0.2638531903
476	0.2638424392
477	0.2638309948
478	0.2638253993
479	0.2638185349
480	0.2638133859
481	0.2638061194
482	0.2638001919
483	0.2637957077
484	0.2637883002
485	0.2637793538
486	0.2637684429
487	0.2637625744
488	0.2637548222
489	0.2637494438
490	0.2637462271
491	0.2637398238
492	0.2637352877
493	0.2637303412
494	0.2637248285
495	0.2637171393
496	0.2637058999
497	0.2636932682
498	0.2636862563
499	0.2636778007
500	0.2636734642
501	0.2636685314
502	0.2636660533
503	0.2636562898
504	0.2636491336
505	0.2636441833
506	0.2636354846
507	0.2636308155
508	0.2636260522
509	0.2636181134
510	0.263613398
511	0.2636080786
512	0.2636001435
513	0.2635932726
514	0.2635869301
515	0.263579654
516	0.263574228
517	0.2635651071
518	0.2635602451
519	0.2635533304
520	0.2635459814
521	0.2635375907
522	0.2635314284
523	0.2635255675
524	0.2635201362
525	0.2635164208
526	0.2635110673
527	0.2635063806
528	0.2634980603
529	0.2634929289
530	0.2634866642
531	0.2634801075
532	0.2634713805
533	0.263463187
534	0.2634550066
535	0.2634487586
536	0.2634435073
537	0.2634367215
538	0.2634341926
539	0.2634304211
540	0.2634217409
541	0.2634167116
542	0.2634116314
543	0.2634073943
544	0.2633995002
545	0.2633900951
546	0.2633825501
547	0.2633780843
548	0.2633744618
549	0.2633699217
550	0.2633656465
551	0.2633563139
552	0.2633515818
553	0.2633470122
554	0.2633424516
555	0.2633381996
556	0.2633330456
557	0.2633277396
558	0.2633233197
559	0.2633161437
560	0.263309606
561	0.2633056357
562	0.2632995355
563	0.2632906874
564	0.2632812259
565	0.2632744912
566	0.2632698502
567	0.263264605
568	0.2632590792
569	0.2632519116
570	0.2632456568
571	0.2632392923
572	0.2632336715
573	0.2632286382
574	0.2632221366
575	0.2632168068
576	0.2632095421
577	0.263204328
578	0.2631960993
579	0.2631908871
580	0.263184373
581	0.2631765306
582	0.2631727251
583	0.2631690903
584	0.2631647044
585	0.263155789
586	0.2631500663
587	0.2631447138
588	0.2631394197
589	0.2631335359
590	0.2631261535
591	0.2631190781
592	0.2631142001
593	0.2631062327
594	0.2631000506
595	0.2630951434
596	0.2630869964
597	0.2630822425
598	0.2630743827
599	0.2630659612
600	0.2630605442
601	0.2630543887
602	0.2630480769
603	0.2630411568
604	0.2630349828
605	0.2630316224
606	0.2630248622
607	0.2630179981
608	0.2630114155
609	0.2630063296
610	0.2629999205
611	0.2629956688
612	0.2629906517
613	0.2629822275
614	0.2629761907
615	0.2629694276
616	0.262962135
617	0.2629539305
618	0.262947282
619	0.2629431094
620	0.2629398008
621	0.262935931
622	0.2629326056
623	0.2629282674
624	0.2629259306
625	0.2629174448
626	0.2629131234
627	0.2629054245
628	0.26290051
629	0.2628956333
630	0.2628915977
631	0.2628860382
632	0.2628820688
633	0.2628722632
634	0.2628652595
635	0.2628571064
636	0.2628508924
637	0.2628459242
638	0.2628437389
639	0.2628390773
640	0.2628350673
641	0.2628292933
642	0.2628243689
643	0.2628183127
644	0.2628104033
645	0.2628028552
646	0.2627980853
647	0.2627933433
648	0.2627892851
649	0.2627824159
650	0.2627786897
651	0.2627709449
652	0.2627659684
653	0.2627583993
654	0.2627520556
655	0.2627459283
656	0.2627383735
657	0.2627324205
658	0.2627277883
659	0.2627232685
660	0.2627193603
661	0.2627135804
662	0.2627075542
663	0.2627036542
664	0.2626989719
665	0.2626883123
666	0.2626828829
667	0.2626784734
668	0.2626725957
669	0.2626655912
670	0.2626612866
671	0.2626551901
672	0.2626508562
673	0.2626445247
674	0.2626382229
675	0.2626332473
676	0.2626273753
677	0.2626228745
678	0.2626184099
679	0.2626131069
680	0.2626084364
681	0.2626026123
682	0.2625986307
683	0.2625912292
684	0.2625870122
685	0.2625820321
686	0.262576637
687	0.2625703724
688	0.2625636517
689	0.2625588973
690	0.2625553256
691	0.2625479746
692	0.2625410487
693	0.2625356652
694	0.262527522
695	0.2625215681
696	0.2625191118
697	0.2625157973
698	0.2625125
699	0.2625083578
700	0.262503434
701	0.2624971431
702	0.2624914106
703	0.2624867237
704	0.2624821629
705	0.2624757552
706	0.2624694706
707	0.2624624362
708	0.262456603
709	0.2624489131
710	0.2624420423
711	0.2624374856
712	0.262432504
713	0.2624290485
714	0.2624232449
715	0.2624212389
716	0.2624143869
717	0.2624108166
718	0.2624077554
719	0.2624021727
720	0.2623959437
721	0.2623888717
722	0.2623814666
723	0.2623733289
724	0.2623689555
725	0.2623650257
726	0.2623613709
727	0.2623570791
728	0.2623505371
729	0.262344538
730	0.2623378245
731	0.2623323826
732	0.2623284316
733	0.262325332
734	0.2623212383
735	0.2623165181
736	0.2623119887
737	0.2623064489
738	0.2623022127
739	0.2622989687
740	0.2622939546
741	0.2622883695
742	0.2622846538
743	0.2622777622
744	0.2622716554
745	0.2622677777
746	0.2622622994
747	0.2622579887
748	0.2622536019
749	0.2622472089
750	0.2622410151
751	0.2622367016
752	0.2622327229
753	0.2622269899
754	0.2622237222
755	0.2622164971
756	0.2622089894
757	0.2622023488
758	0.2621960103
759	0.2621887932
760	0.2621819294
761	0.2621757632
762	0.2621692001
763	0.2621637416
764	0.2621590454
765	0.2621525775
766	0.2621469176
767	0.2621409932
768	0.2621382971
769	0.2621343388
770	0.2621268325
771	0.262121972
772	0.2621180189
773	0.2621158151
774	0.2621113615
775	0.2621038632
776	0.2620993159
777	0.2620953076
778	0.2620886045
779	0.2620851802
780	0.2620806191
781	0.2620731498
782	0.2620672422
783	0.2620604988
784	0.2620550455
785	0.2620487562
786	0.2620430093
787	0.2620386392
788	0.2620339819
789	0.2620299463
790	0.2620239452
791	0.2620170021
792	0.2620116663
793	0.262005193
794	0.2619991006
795	0.2619935563
796	0.2619893883
797	0.2619856217
798	0.2619812474
799	0.2619752038
800	0.2619715921
801	0.2619666194
802	0.2619619473
803	0.2619551225
804	0.2619501455
805	0.261945869
806	0.2619408481
807	0.2619366301
808	0.2619314734
809	0.2619270654
810	0.2619223668
811	0.2619181962
812	0.2619106597
813	0.2619074227
814	0.2619037454
815	0.2618990089
816	0.2618955487
817	0.2618890553
818	0.2618843483
819	0.2618801116
820	0.2618772749
821	0.261871467
822	0.2618639251
823	0.2618579385
824	0.2618529377
825	0.2618495247
826	0.261844485
827	0.2618383369
828	0.2618336604
829	0.2618301238
830	0.2618231268
831	0.2618179186
832	0.2618131671
833	0.261806972
834	0.2618028597
835	0.2617973722
836	0.2617915803
837	0.2617858757
838	0.2617819532
839	0.2617761488
840	0.2617714771
841	0.2617647854
842	0.2617584927
843	0.261751646
844	0.2617466796
845	0.2617433353
846	0.2617385118
847	0.261732998
848	0.2617294111
849	0.261725161
850	0.2617186838
851	0.2617158704
852	0.2617108183
853	0.2617093123
854	0.2617020098
855	0.2616962401
856	0.2616912063
857	0.2616849956
858	0.2616774842
859	0.261674584
860	0.2616683892
861	0.2616619021
862	0.2616563885
863	0.2616520183
864	0.261645193
865	0.2616416445
866	0.2616360651
867	0.2616328433
868	0.2616282396
869	0.2616212088
870	0.2616157504
871	0.2616102126
872	0.2616050693
873	0.261601626
874	0.2615974877
875	0.2615947262
876	0.2615897311
877	0.2615833788
878	0.261577671
879	0.2615742779
880	0.2615687748
881	0.2615643577
882	0.261557874
883	0.261552194
884	0.2615487925
885	0.2615466691
886	0.2615420032
887	0.2615389646
888	0.261533125
889	0.2615280321
890	0.2615224742
891	0.2615176423
892	0.2615093747
893	0.261505273
894	0.2615007848
895	0.2614958535
896	0.2614902923
897	0.2614833833
898	0.2614804511
899	0.2614722388
900	0.261467923
901	0.2614619343
902	0.2614564117
903	0.2614491488
904	0.2614439552
905	0.2614386021
906	0.2614334186
907	0.2614283006
908	0.2614237593
909	0.2614186062
910	0.2614139475
911	0.2614095723
912	0.2614049794
913	0.2613988074
914	0.2613943523
915	0.2613869794
916	0.2613845351
917	0.2613788928
918	0.2613770962
919	0.2613723821
920	0.2613669469
921	0.2613609989
922	0.2613562212
923	0.2613520445
924	0.2613476237
925	0.2613433396
926	0.261338868
927	0.2613304512
928	0.2613253248
929	0.2613196761
930	0.2613143381
931	0.2613105627
932	0.2613046189
933	0.2612996516
934	0.261295079
935	0.2612885044
936	0.2612816339
937	0.2612779861
938	0.2612726707
939	0.2612682008
940	0.2612644634
941	0.2612608199
942	0.2612568026
943	0.2612535975
944	0.2612512557
945	0.2612464274
946	0.2612421531
947	0.2612361671
948	0.2612303389
949	0.2612258673
950	0.261217966
951	0.2612132364
952	0.2612086329
953	0.2612041799
954	0.2611983613
955	0.2611931931
956	0.2611886468
957	0.2611832801
958	0.2611800559
959	0.2611765246
960	0.261170773
961	0.2611647478
962	0.2611567924
963	0.2611502675
964	0.2611449641
965	0.261140725
966	0.2611362115
967	0.2611325777
968	0.2611278088
969	0.261120372
970	0.2611149938
971	0.2611119798
972	0.2611094164
973	0.2611045663
974	0.2611005597
975	0.2610954862
976	0.261088098
977	0.2610835177
978	0.2610803725
979	0.2610759982
980	0.2610731325
981	0.2610667071
982	0.2610608079
983	0.2610562705
984	0.2610506633
985	0.2610457328
986	0.2610415999
987	0.2610348973
988	0.2610316418
989	0.2610279885
990	0.2610242883
991	0.2610205657
992	0.2610153395
993	0.2610113201
994	0.2610066848
995	0.2610037285
996	0.2609989233
997	0.2609954118
998	0.260989739
999	0.2609828974
