iter	CrossEntropy
245	0.2654961278
246	0.2654892141
247	0.2654780367
248	0.2654742406
249	0.265461491
250	0.2654512855
251	0.265435302
252	0.2654319048
253	0.2654247148
254	0.2654161172
255	0.2654033579
256	0.2653986439
257	0.2653923114
258	0.2653818481
259	0.2653757545
260	0.2653651054
261	0.265359535
262	0.2653522539
263	0.2653444678
264	0.2653368442
265	0.2653274854
266	0.2653071699
267	0.2653036074
268	0.2652940851
269	0.2652891724
270	0.2652734051
271	0.265265973
272	0.2652554107
273	0.2652450562
274	0.26523887
275	0.2652300472
276	0.2652250307
277	0.2652169115
278	0.265210978
279	0.2651990455
280	0.2651930337
281	0.2651827826
282	0.2651767033
283	0.2651630266
284	0.2651480213
285	0.2651438532
286	0.2651287683
287	0.2651222275
288	0.2651185842
289	0.265110828
290	0.2651041935
291	0.2650965122
292	0.2650782884
293	0.2650710798
294	0.2650646676
295	0.2650573478
296	0.265051846
297	0.2650384889
298	0.2650307337
299	0.2650272271
300	0.2650168932
301	0.2650098355
302	0.2649997195
303	0.2649953125
304	0.2649841031
305	0.2649785273
306	0.2649700722
307	0.2649673526
308	0.2649546287
309	0.2649460628
310	0.2649386276
311	0.2649273165
312	0.2649232743
313	0.2649182793
314	0.2649128839
315	0.2648998443
316	0.26489184
317	0.2648872662
318	0.2648767875
319	0.264869462
320	0.2648597549
321	0.2648517043
322	0.2648467775
323	0.2648329955
324	0.2648289806
325	0.2648207386
326	0.2648158665
327	0.2648111884
328	0.2648105874
329	0.2648049631
330	0.2647972339
331	0.2647902059
332	0.2647785796
333	0.2647715087
334	0.2647644371
335	0.2647526234
336	0.2647431327
337	0.2647406096
338	0.2647342602
339	0.2647268973
340	0.2647223997
341	0.2647180619
342	0.2647117261
343	0.2647065456
344	0.2647015431
345	0.2646905005
346	0.2646867564
347	0.2646781084
348	0.2646716601
349	0.2646692717
350	0.2646626362
351	0.2646558535
352	0.2646502709
353	0.2646438618
354	0.2646396978
355	0.2646328801
356	0.2646284646
357	0.2646236072
358	0.2646194723
359	0.2646105554
360	0.2646066617
361	0.264599134
362	0.2645931446
363	0.26458756
364	0.2645770712
365	0.2645692889
366	0.2645671567
367	0.2645614396
368	0.2645530828
369	0.2645446072
370	0.2645394837
371	0.2645341001
372	0.2645230369
373	0.2645209173
374	0.2645140327
375	0.2645050675
376	0.2644991728
377	0.2644963796
378	0.2644884499
379	0.2644831794
380	0.2644781495
381	0.2644721723
382	0.2644669097
383	0.2644613943
384	0.2644569095
385	0.2644496586
386	0.2644449797
387	0.2644356131
388	0.2644259416
389	0.2644171686
390	0.2644093012
391	0.2644044906
392	0.2644002074
393	0.2643940201
394	0.2643865367
395	0.2643828802
396	0.2643750749
397	0.2643712028
398	0.2643645325
399	0.2643564779
400	0.2643516348
401	0.2643467638
402	0.2643347692
403	0.2643299221
404	0.2643231025
405	0.264316229
406	0.2643048016
407	0.2642981927
408	0.2642901031
409	0.2642848207
410	0.2642787591
411	0.2642732801
412	0.2642636067
413	0.2642546529
414	0.2642445782
415	0.2642380665
416	0.2642296679
417	0.2642228087
418	0.2642180574
419	0.2642106097
420	0.2642052178
421	0.2641954986
422	0.2641843471
423	0.2641759324
424	0.2641714176
425	0.2641672792
426	0.2641594323
427	0.2641537693
428	0.2641463442
429	0.2641409944
430	0.2641360891
431	0.264131402
432	0.2641255148
433	0.2641198903
434	0.2641102337
435	0.2641045741
436	0.2640983517
437	0.2640924225
438	0.2640848749
439	0.2640799152
440	0.2640767264
441	0.2640699617
442	0.2640641871
443	0.2640570539
444	0.2640524808
445	0.2640452818
446	0.2640391356
447	0.2640316996
448	0.2640260507
449	0.2640196982
450	0.2640150782
451	0.2640090462
452	0.2640038681
453	0.2639987813
454	0.2639920796
455	0.2639863101
456	0.2639810533
457	0.2639767736
458	0.2639672801
459	0.2639617688
460	0.263956487
461	0.2639510336
462	0.2639450116
463	0.2639400749
464	0.263933181
465	0.263924711
466	0.2639185581
467	0.263910916
468	0.2639064142
469	0.2638967646
470	0.2638928555
471	0.263885269
472	0.2638786389
473	0.2638739958
474	0.2638681622
475	0.2638621217
476	0.2638541087
477	0.263847728
478	0.2638414692
479	0.2638376046
480	0.2638275756
481	0.2638223347
482	0.2638165888
483	0.2638127928
484	0.2638061398
485	0.2638006163
486	0.2637953667
487	0.2637895153
488	0.2637814087
489	0.2637764015
490	0.263771511
491	0.2637605085
492	0.263751861
493	0.2637450711
494	0.2637369289
495	0.2637318498
496	0.2637260868
497	0.2637185394
498	0.2637108634
499	0.2637041743
500	0.2636995865
501	0.2636956742
502	0.2636881719
503	0.2636806088
504	0.2636753556
505	0.2636708254
506	0.2636656488
507	0.2636609074
508	0.2636563544
509	0.2636495191
510	0.2636448959
511	0.2636406119
512	0.2636334733
513	0.2636289179
514	0.2636222598
515	0.2636179064
516	0.2636132065
517	0.2636069078
518	0.2636001564
519	0.2635947757
520	0.2635889063
521	0.2635830295
522	0.2635789624
523	0.2635722954
524	0.2635643377
525	0.2635545276
526	0.2635506049
527	0.26354224
528	0.2635376699
529	0.2635304185
530	0.263526151
531	0.2635187656
532	0.2635148365
533	0.263510291
534	0.2635031335
535	0.2634982121
536	0.2634929123
537	0.2634882511
538	0.2634809758
539	0.2634753619
540	0.2634698802
541	0.2634653241
542	0.2634610744
543	0.2634570848
544	0.2634525691
545	0.2634469893
546	0.2634416484
547	0.2634376607
548	0.2634329269
549	0.2634261681
550	0.2634186527
551	0.2634129833
552	0.263406278
553	0.2634019229
554	0.2633953313
555	0.2633897131
556	0.2633859408
557	0.2633809626
558	0.2633750723
559	0.2633703114
560	0.2633643262
561	0.263359181
562	0.2633512651
563	0.2633454933
564	0.2633419589
565	0.2633386792
566	0.2633312309
567	0.2633226158
568	0.2633189217
569	0.2633136085
570	0.2633099782
571	0.2633031561
572	0.2632997967
573	0.2632934112
574	0.2632888314
575	0.2632829964
576	0.2632783894
577	0.2632744611
578	0.2632696958
579	0.2632655454
580	0.2632610883
581	0.263257173
582	0.2632510331
583	0.2632442724
584	0.2632382138
585	0.2632336486
586	0.2632264658
587	0.2632227069
588	0.2632188876
589	0.2632153599
590	0.2632118836
591	0.2632063056
592	0.2632011451
593	0.2631938129
594	0.2631861501
595	0.2631816236
596	0.263174528
597	0.2631710324
598	0.2631665928
599	0.2631613095
600	0.2631584143
601	0.2631529886
602	0.2631495855
603	0.2631449557
604	0.2631387728
605	0.2631352109
606	0.2631303746
607	0.2631227356
608	0.2631192763
609	0.263113589
610	0.2631078312
611	0.2631021067
612	0.2630949094
613	0.2630904186
614	0.2630834897
615	0.2630787707
616	0.2630756376
617	0.2630717959
618	0.2630635052
619	0.2630603694
620	0.2630534854
621	0.2630492317
622	0.2630427073
623	0.2630388364
624	0.2630348808
625	0.2630296112
626	0.2630219538
627	0.2630174546
628	0.2630127437
629	0.2630064056
630	0.2630026858
631	0.2629994357
632	0.2629944569
633	0.2629868489
634	0.2629834688
635	0.2629803594
636	0.262977022
637	0.2629738463
638	0.2629697679
639	0.2629642286
640	0.2629591253
641	0.2629550807
642	0.2629504438
643	0.2629461814
644	0.2629410349
645	0.2629361691
646	0.2629319342
647	0.2629282304
648	0.2629239025
649	0.262917663
650	0.262911508
651	0.2629064353
652	0.2629016337
653	0.2628972316
654	0.2628914158
655	0.2628863155
656	0.2628833792
657	0.2628786045
658	0.2628732119
659	0.2628691621
660	0.2628627112
661	0.2628576497
662	0.2628519019
663	0.2628462008
664	0.2628424313
665	0.2628372914
666	0.2628305227
667	0.2628222661
668	0.2628183077
669	0.262810542
670	0.2628071892
671	0.2628022664
672	0.2627953136
673	0.262791695
674	0.2627853327
675	0.262778782
676	0.2627715502
677	0.2627689452
678	0.2627641076
679	0.2627603581
680	0.2627547374
681	0.2627489623
682	0.2627428443
683	0.2627384175
684	0.2627351112
685	0.2627303886
686	0.2627280807
687	0.2627227072
688	0.2627162028
689	0.2627100472
690	0.2627056563
691	0.2627007629
692	0.2626972331
693	0.2626938571
694	0.2626876076
695	0.2626824113
696	0.2626790152
697	0.2626750353
698	0.2626708132
699	0.2626669193
700	0.2626607524
701	0.2626556121
702	0.2626498515
703	0.2626465627
704	0.2626429166
705	0.2626387364
706	0.2626359959
707	0.2626322882
708	0.2626275078
709	0.2626212625
710	0.2626167385
711	0.2626135039
712	0.2626068892
713	0.2626004524
714	0.2625938362
715	0.262589473
716	0.2625859815
717	0.2625794867
718	0.2625740294
719	0.2625709478
720	0.2625662036
721	0.2625615157
722	0.262555069
723	0.2625486348
724	0.2625429044
725	0.2625383225
726	0.2625363518
727	0.262533024
728	0.2625283227
729	0.2625246588
730	0.2625196638
731	0.2625102247
732	0.2625058389
733	0.2624998149
734	0.262493983
735	0.262489807
736	0.2624830804
737	0.2624780521
738	0.2624726366
739	0.2624682839
740	0.2624631301
741	0.2624585072
742	0.2624554761
743	0.2624514048
744	0.2624471303
745	0.2624431559
746	0.2624396484
747	0.2624346599
748	0.2624287992
749	0.262421564
750	0.2624171965
751	0.2624134869
752	0.2624088245
753	0.2624053868
754	0.2624001438
755	0.2623937766
756	0.2623884336
757	0.2623828775
758	0.2623783211
759	0.2623746383
760	0.2623697759
761	0.2623661115
762	0.2623608114
763	0.2623555536
764	0.2623528847
765	0.2623501669
766	0.2623407462
767	0.2623366533
768	0.2623326681
769	0.2623286267
770	0.2623244669
771	0.2623197821
772	0.2623145622
773	0.2623105139
774	0.2623057405
775	0.262302057
776	0.2622942263
777	0.2622896352
778	0.2622800718
779	0.2622737702
780	0.2622690651
781	0.2622633135
782	0.2622568964
783	0.2622532461
784	0.2622503024
785	0.2622446822
786	0.2622387684
787	0.2622352218
788	0.2622302936
789	0.2622263075
790	0.262223095
791	0.262218931
792	0.2622125892
793	0.2622076931
794	0.2622021257
795	0.2621954349
796	0.2621895605
797	0.2621846579
798	0.262181409
799	0.2621783733
800	0.2621734901
801	0.2621679681
802	0.2621637865
803	0.2621589925
804	0.2621539128
805	0.262151379
806	0.2621468251
807	0.2621427997
808	0.2621361565
809	0.2621327058
810	0.2621266154
811	0.2621228786
812	0.2621172513
813	0.2621112901
814	0.2621075601
815	0.2621047677
816	0.2620995758
817	0.262094985
818	0.2620898071
819	0.2620859706
820	0.2620781827
821	0.2620738492
822	0.2620696242
823	0.2620636366
824	0.2620591568
825	0.2620545795
826	0.2620482361
827	0.2620416553
828	0.2620384396
829	0.2620334069
830	0.2620287637
831	0.2620243123
832	0.2620196144
833	0.2620158421
834	0.2620090436
835	0.2620045399
836	0.2619997589
837	0.2619957239
838	0.2619861972
839	0.2619819256
840	0.261977487
841	0.2619721379
842	0.2619674053
843	0.2619644241
844	0.2619599759
845	0.2619513521
846	0.2619463986
847	0.2619422592
848	0.2619379735
849	0.2619351586
850	0.2619312036
851	0.2619254762
852	0.2619201735
853	0.2619170904
854	0.2619129909
855	0.2619078708
856	0.2618997595
857	0.2618966042
858	0.2618920014
859	0.2618859554
860	0.2618828686
861	0.2618782952
862	0.2618750439
863	0.2618711145
864	0.2618694736
865	0.2618629843
866	0.2618588687
867	0.2618513163
868	0.2618472093
869	0.2618428279
870	0.2618356813
871	0.2618320896
872	0.2618230825
873	0.2618178969
874	0.2618123356
875	0.2618075228
876	0.2618038522
877	0.2617971265
878	0.2617922622
879	0.2617887927
880	0.2617854527
881	0.2617780358
882	0.2617717046
883	0.2617667315
884	0.261760593
885	0.2617572045
886	0.2617541246
887	0.2617479698
888	0.2617450646
889	0.2617404838
890	0.2617371415
891	0.2617310951
892	0.2617272932
893	0.2617193786
894	0.2617144033
895	0.2617109167
896	0.2617064647
897	0.2617029452
898	0.2616984035
899	0.2616926905
900	0.2616901348
901	0.2616865011
902	0.2616820563
903	0.2616791073
904	0.2616762415
905	0.2616715426
906	0.2616682511
907	0.2616641117
908	0.2616606953
909	0.2616568875
910	0.2616516565
911	0.2616484716
912	0.2616430017
913	0.2616394965
914	0.2616348486
915	0.2616308028
916	0.261622578
917	0.2616150941
918	0.2616116698
919	0.2616064526
920	0.2616011061
921	0.261595682
922	0.261592718
923	0.2615885503
924	0.2615829546
925	0.2615791581
926	0.2615749735
927	0.2615708596
928	0.2615642604
929	0.2615584131
930	0.2615528469
931	0.26155
932	0.2615462097
933	0.2615417705
934	0.2615361116
935	0.261533961
936	0.2615287172
937	0.2615233929
938	0.2615194686
939	0.2615152686
940	0.2615087088
941	0.261503677
942	0.2615022926
943	0.261497506
944	0.2614946649
945	0.2614890781
946	0.261485725
947	0.2614819663
948	0.2614777135
949	0.2614732833
950	0.2614687071
951	0.2614646192
952	0.2614594027
953	0.2614552671
954	0.261450794
955	0.2614464255
956	0.2614396201
957	0.2614336374
958	0.261428172
959	0.2614259811
960	0.2614210548
961	0.2614147619
962	0.2614115741
963	0.2614054698
964	0.2614022071
965	0.2613997963
966	0.2613968951
967	0.2613903105
968	0.2613863349
969	0.2613832851
970	0.2613766545
971	0.2613719564
972	0.2613673225
973	0.2613642907
974	0.2613607414
975	0.2613541658
976	0.2613506454
977	0.2613463071
978	0.2613412064
979	0.2613366447
980	0.2613292544
981	0.2613241282
982	0.2613190668
983	0.2613154084
984	0.2613130845
985	0.2613088712
986	0.2613030722
987	0.2612985337
988	0.2612945762
989	0.2612900311
990	0.261285555
991	0.261279118
992	0.2612726513
993	0.261269313
994	0.2612647348
995	0.2612619898
996	0.2612564301
997	0.2612515616
998	0.2612484728
999	0.2612448043
