iter	Passed	Remaining
132	3180	20732
133	3201	20691
134	3223	20651
135	3244	20612
136	3264	20566
137	3286	20526
138	3307	20490
139	3329	20449
140	3347	20394
141	3368	20351
142	3389	20312
143	3410	20271
144	3432	20239
145	3451	20191
146	3483	20216
147	3527	20304
148	3546	20253
149	3566	20207
150	3586	20163
151	3607	20124
152	3628	20085
153	3649	20046
154	3671	20013
155	3691	19974
156	3712	19934
157	3733	19896
158	3753	19851
159	3772	19805
160	3794	19771
161	3816	19741
162	3837	19707
163	3860	19676
164	3881	19641
165	3902	19607
166	3925	19578
167	3946	19542
168	3980	19573
169	4013	19596
170	4033	19553
171	4076	19625
172	4096	19581
173	4126	19588
174	4170	19660
175	4189	19613
176	4246	19747
177	4277	19752
178	4296	19704
179	4316	19661
180	4347	19672
181	4391	19737
182	4410	19692
183	4430	19648
184	4452	19613
185	4472	19574
186	4493	19536
187	4513	19495
188	4535	19461
189	4555	19419
190	4576	19384
191	4598	19351
192	4618	19313
193	4640	19277
194	4662	19246
195	4683	19212
196	4704	19178
197	4724	19138
198	4745	19101
199	4767	19071
200	4788	19034
201	4810	19003
202	4832	18972
203	4852	18933
204	4873	18899
205	4906	18909
206	4926	18874
207	4947	18840
208	4968	18805
209	4992	18781
210	5012	18745
211	5033	18707
212	5055	18677
213	5075	18640
214	5096	18609
215	5118	18576
216	5138	18541
217	5160	18511
218	5182	18481
219	5203	18448
220	5223	18413
221	5245	18383
222	5266	18350
223	5288	18320
224	5308	18284
225	5330	18256
226	5351	18223
227	5373	18193
228	5395	18164
229	5416	18132
230	5437	18099
231	5456	18063
232	5479	18036
233	5498	17999
234	5519	17966
235	5541	17938
236	5561	17905
237	5582	17872
238	5603	17843
239	5626	17816
240	5648	17789
241	5670	17760
242	5690	17728
243	5712	17699
244	5733	17668
245	5754	17638
246	5776	17610
247	5795	17574
248	5816	17544
249	5840	17520
250	5860	17489
251	5881	17458
252	5902	17427
253	5923	17398
254	5944	17366
255	5964	17335
256	5987	17308
257	6008	17280
258	6029	17250
259	6050	17220
260	6071	17191
261	6093	17163
262	6113	17131
263	6133	17100
264	6156	17074
265	6176	17044
266	6198	17016
267	6218	16984
268	6239	16956
269	6260	16925
270	6279	16892
271	6300	16861
272	6320	16831
273	6341	16803
274	6363	16776
275	6396	16778
276	6427	16776
277	6458	16773
278	6478	16742
279	6499	16713
280	6519	16681
281	6541	16654
282	6563	16629
283	6584	16601
284	6605	16572
285	6626	16543
286	6649	16518
287	6670	16491
288	6691	16461
289	6713	16437
290	6733	16406
291	6753	16373
292	6774	16346
293	6795	16319
294	6818	16294
295	6838	16264
296	6858	16233
297	6879	16206
298	6901	16180
299	6923	16154
300	6944	16126
301	6966	16100
302	6991	16082
303	7012	16054
304	7034	16030
305	7055	16002
306	7076	15972
307	7095	15942
308	7117	15915
309	7139	15891
310	7161	15866
311	7185	15844
312	7210	15826
313	7231	15798
314	7252	15770
315	7273	15743
316	7294	15717
317	7316	15690
318	7337	15664
319	7359	15638
320	7379	15610
321	7400	15581
322	7419	15550
323	7440	15523
324	7460	15495
325	7482	15470
326	7502	15441
327	7523	15413
328	7538	15375
329	7560	15349
330	7583	15326
331	7606	15305
332	7629	15282
333	7650	15254
334	7672	15230
335	7697	15211
336	7719	15187
337	7738	15156
338	7771	15154
339	7804	15150
340	7827	15127
341	7852	15108
342	7875	15085
343	7898	15062
344	7919	15036
345	7939	15007
346	7960	14979
347	7981	14953
348	8003	14928
349	8024	14902
350	8044	14874
351	8065	14847
352	8087	14823
353	8112	14804
354	8137	14784
355	8159	14759
356	8181	14735
357	8200	14706
358	8221	14678
359	8240	14648
360	8260	14620
361	8280	14594
362	8303	14571
363	8323	14543
364	8346	14520
365	8368	14496
366	8391	14473
367	8414	14451
368	8437	14427
369	8461	14406
370	8484	14384
371	8509	14365
372	8531	14341
373	8552	14314
374	8573	14288
375	8597	14267
376	8622	14248
377	8647	14229
378	8671	14209
379	8718	14225
380	8763	14237
381	8784	14211
382	8820	14208
383	8858	14209
384	8881	14187
385	8905	14166
386	8931	14146
387	8954	14124
388	8976	14098
389	8997	14073
390	9021	14050
391	9040	14021
392	9061	13995
393	9082	13969
394	9104	13944
395	9128	13922
396	9150	13898
397	9171	13872
398	9193	13847
399	9215	13823
400	9236	13796
401	9258	13772
402	9280	13747
403	9300	13720
404	9321	13694
405	9343	13669
406	9366	13646
407	9387	13621
408	9409	13596
409	9431	13571
410	9453	13547
411	9474	13521
412	9497	13499
413	9521	13476
414	9545	13455
415	9566	13429
416	9589	13406
417	9609	13380
418	9631	13354
419	9652	13329
420	9673	13304
421	9696	13280
422	9722	13261
423	9746	13240
424	9769	13218
425	9790	13192
426	9810	13165
427	9831	13139
428	9852	13114
429	9873	13088
430	9895	13064
431	9917	13039
432	9940	13016
433	9961	12991
434	9982	12966
435	10005	12942
436	10029	12921
437	10056	12903
438	10079	12880
439	10101	12856
440	10123	12832
441	10145	12807
442	10168	12784
443	10191	12762
444	10213	12738
445	10236	12715
446	10258	12690
447	10281	12668
448	10303	12644
449	10324	12619
450	10347	12596
451	10370	12572
452	10392	12548
453	10415	12525
454	10438	12503
455	10460	12479
456	10483	12455
457	10504	12431
458	10527	12408
459	10560	12396
460	10583	12374
461	10604	12348
462	10625	12323
463	10646	12298
464	10667	12273
465	10689	12249
466	10710	12224
467	10733	12201
468	10753	12175
469	10774	12150
470	10795	12124
471	10816	12099
472	10836	12073
473	10856	12047
474	10877	12022
475	10899	11998
476	10920	11973
477	10941	11948
478	10961	11922
479	10982	11898
480	11004	11873
481	11025	11848
482	11047	11825
483	11094	11827
484	11127	11815
485	11148	11791
486	11194	11792
487	11216	11768
488	11237	11743
489	11269	11729
490	11289	11702
491	11308	11676
492	11331	11653
493	11353	11628
494	11376	11606
495	11397	11581
496	11417	11555
497	11438	11530
498	11461	11507
499	11484	11484
500	11507	11461
501	11529	11437
502	11552	11414
503	11576	11392
504	11624	11393
505	11644	11368
506	11665	11343
507	11689	11321
508	11712	11297
509	11733	11273
510	11754	11248
511	11775	11223
512	11798	11200
513	11819	11175
514	11844	11154
515	11865	11129
516	11889	11107
517	11912	11084
518	11935	11061
519	11957	11037
520	11979	11014
521	12003	10991
522	12025	10967
523	12046	10942
524	12065	10916
525	12087	10892
526	12108	10868
527	12135	10848
528	12160	10827
529	12185	10806
530	12209	10783
531	12233	10761
532	12257	10739
533	12281	10717
534	12307	10697
535	12332	10676
536	12356	10654
537	12380	10631
538	12406	10611
539	12433	10591
540	12458	10570
541	12487	10552
542	12512	10530
543	12541	10512
544	12565	10490
545	12599	10476
546	12620	10451
547	12651	10435
548	12671	10409
549	12694	10386
550	12715	10361
551	12736	10337
552	12759	10313
553	12779	10288
554	12800	10263
555	12821	10238
556	12841	10213
557	12862	10188
558	12883	10163
559	12904	10139
560	12924	10113
561	12946	10090
562	12968	10065
563	12990	10042
564	13013	10019
565	13034	9994
566	13055	9970
567	13076	9945
568	13098	9921
569	13120	9897
570	13141	9873
571	13161	9848
572	13181	9823
573	13205	9800
574	13226	9775
575	13249	9752
576	13269	9727
577	13289	9702
578	13309	9677
579	13332	9654
580	13357	9633
581	13381	9610
582	13404	9587
583	13428	9565
584	13453	9543
585	13476	9521
586	13499	9497
587	13520	9473
588	13543	9450
589	13567	9428
590	13592	9406
591	13616	9384
592	13637	9360
593	13661	9337
594	13681	9312
595	13737	9311
596	13770	9295
597	13806	9281
598	13828	9257
599	13860	9240
600	13880	9215
601	13901	9190
602	13926	9168
603	13951	9147
604	13972	9122
605	13994	9098
606	14015	9074
607	14038	9050
608	14070	9033
609	14091	9009
610	14111	8984
611	14133	8960
612	14155	8936
613	14176	8912
614	14196	8887
615	14217	8862
616	14237	8837
617	14257	8812
618	14279	8789
619	14300	8764
620	14321	8740
621	14344	8717
622	14365	8692
623	14386	8668
624	14407	8644
625	14428	8619
626	14451	8597
627	14475	8574
628	14495	8549
629	14516	8525
630	14537	8501
631	14558	8477
632	14580	8453
633	14601	8429
634	14622	8404
635	14643	8380
636	14665	8357
637	14686	8332
638	14706	8308
639	14726	8283
640	14746	8259
641	14766	8234
642	14787	8210
643	14809	8186
644	14829	8162
645	14852	8139
646	14873	8114
647	14894	8090
648	14916	8067
649	14938	8043
650	14959	8019
651	14982	7996
652	15004	7973
653	15025	7949
654	15046	7925
655	15069	7902
656	15091	7878
657	15117	7857
658	15143	7835
659	15163	7811
660	15187	7788
661	15210	7766
662	15233	7743
663	15254	7718
664	15275	7695
665	15298	7672
666	15318	7647
667	15340	7624
668	15360	7599
669	15381	7576
670	15401	7551
671	15422	7527
672	15443	7503
673	15464	7479
674	15486	7456
675	15508	7433
676	15529	7409
677	15549	7384
678	15570	7360
679	15590	7336
680	15611	7312
681	15632	7289
682	15656	7266
683	15677	7242
684	15699	7219
685	15720	7195
686	15739	7171
687	15760	7147
688	15792	7128
689	15825	7109
690	15843	7085
691	15863	7060
692	15883	7036
693	15904	7012
694	15923	6988
695	15945	6964
696	15966	6940
697	15986	6916
698	16007	6893
699	16028	6869
700	16051	6846
701	16072	6822
702	16093	6799
703	16114	6775
704	16135	6751
705	16157	6728
706	16178	6704
707	16211	6686
708	16234	6663
709	16256	6640
710	16276	6616
711	16297	6592
712	16319	6568
713	16342	6546
714	16363	6522
715	16386	6499
716	16405	6475
717	16425	6451
718	16447	6427
719	16467	6404
720	16488	6380
721	16508	6356
722	16530	6333
723	16551	6309
724	16573	6286
725	16595	6263
726	16615	6239
727	16635	6215
728	16655	6191
729	16675	6167
730	16697	6144
731	16719	6121
732	16740	6097
733	16763	6074
734	16785	6051
735	16806	6028
736	16828	6005
737	16849	5981
738	16872	5958
739	16893	5935
740	16915	5912
741	16937	5889
742	16958	5865
743	16979	5842
744	17001	5819
745	17022	5795
746	17042	5772
747	17064	5749
748	17086	5725
749	17108	5702
750	17129	5679
751	17150	5655
752	17171	5632
753	17193	5609
754	17214	5586
755	17236	5563
756	17260	5540
757	17281	5517
758	17302	5493
759	17322	5470
760	17343	5446
761	17364	5423
762	17387	5400
763	17408	5377
764	17428	5353
765	17449	5330
766	17472	5307
767	17495	5284
768	17516	5261
769	17538	5238
770	17560	5215
771	17584	5193
772	17607	5170
773	17630	5147
774	17652	5125
775	17675	5102
776	17697	5079
777	17719	5056
778	17742	5033
779	17766	5011
780	17790	4988
781	17812	4965
782	17835	4942
783	17857	4919
784	17877	4896
785	17900	4873
786	17923	4851
787	17945	4828
788	17967	4805
789	17990	4782
790	18013	4759
791	18035	4736
792	18061	4714
793	18085	4692
794	18112	4670
795	18137	4648
796	18162	4626
797	18188	4604
798	18212	4581
799	18235	4558
800	18260	4536
801	18286	4514
802	18311	4492
803	18335	4469
804	18359	4447
805	18383	4424
806	18409	4402
807	18430	4379
808	18454	4356
809	18474	4333
810	18496	4310
811	18517	4287
812	18539	4264
813	18562	4241
814	18582	4218
815	18604	4195
816	18625	4171
817	18647	4149
818	18671	4126
819	18692	4103
820	18714	4080
821	18738	4057
822	18761	4034
823	18783	4011
824	18804	3988
825	18825	3965
826	18846	3942
827	18867	3919
828	18889	3896
829	18910	3873
830	18930	3849
831	18952	3826
832	18973	3803
833	18993	3780
834	19014	3757
835	19036	3734
836	19057	3711
837	19078	3688
838	19100	3665
839	19122	3642
840	19142	3619
841	19164	3596
842	19187	3573
843	19207	3550
844	19229	3527
845	19253	3504
846	19276	3482
847	19297	3458
848	19318	3435
849	19338	3412
850	19359	3389
851	19380	3366
852	19401	3343
853	19424	3320
854	19448	3298
855	19472	3275
856	19496	3253
857	19522	3230
858	19543	3207
859	19567	3185
860	19591	3162
861	19615	3140
862	19640	3117
863	19664	3095
864	19683	3072
865	19704	3049
866	19727	3026
867	19748	3003
868	19769	2980
869	19790	2957
870	19812	2934
871	19833	2911
872	19856	2888
873	19878	2865
874	19899	2842
875	19919	2819
876	19940	2796
877	19961	2773
878	19983	2750
879	20005	2728
880	20025	2704
881	20047	2682
882	20070	2659
883	20091	2636
884	20112	2613
885	20137	2591
886	20162	2568
887	20184	2545
888	20206	2522
889	20230	2500
890	20250	2477
891	20273	2454
892	20297	2432
893	20323	2409
894	20349	2387
895	20373	2364
896	20396	2342
897	20416	2319
898	20437	2296
899	20459	2273
900	20479	2250
901	20500	2227
902	20522	2204
903	20543	2181
904	20563	2158
905	20584	2135
906	20606	2112
907	20627	2090
908	20648	2067
909	20670	2044
910	20694	2021
911	20714	1998
912	20737	1976
913	20758	1953
914	20781	1930
915	20801	1907
916	20823	1884
917	20847	1862
918	20871	1839
919	20896	1817
920	20919	1794
921	20939	1771
922	20961	1748
923	20982	1725
924	21003	1703
925	21025	1680
926	21046	1657
927	21067	1634
928	21091	1611
929	21112	1589
930	21134	1566
931	21154	1543
932	21175	1520
933	21199	1498
934	21222	1475
935	21243	1452
936	21264	1429
937	21285	1406
938	21305	1384
939	21326	1361
940	21348	1338
941	21370	1315
942	21393	1293
943	21416	1270
944	21437	1247
945	21457	1224
946	21478	1202
947	21499	1179
948	21520	1156
949	21540	1133
950	21561	1110
951	21582	1088
952	21603	1065
953	21624	1042
954	21645	1019
955	21666	997
956	21687	974
957	21709	951
958	21732	929
959	21754	906
960	21776	883
961	21797	861
962	21820	838
963	21842	815
964	21863	792
965	21884	770
966	21907	747
967	21932	725
968	21956	702
969	21977	679
970	21998	657
971	22019	634
972	22042	611
973	22062	588
974	22084	566
975	22105	543
976	22127	520
977	22149	498
978	22170	475
979	22195	452
980	22216	430
981	22238	407
982	22259	384
983	22279	362
984	22300	339
985	22320	316
986	22342	294
987	22364	271
988	22386	248
989	22409	226
990	22433	203
991	22458	181
992	22482	158
993	22502	135
994	22523	113
995	22543	90
996	22567	67
997	22591	45
998	22614	22
999	22636	0
